123 131
124 131
123 124
125 131
123 125
131 147
124 147
70 123
70 124
70 125
74 124
74 147
125 132
132 170
127 170
125 127
70 127
70 126
126 127
70 128
126 128
70 130
128 130
128 195
130 195
70 129
129 195
66 70
66 129
67 70
67 74
60 70
60 66
60 67
13 74
13 67
73 74
13 73
64 66
60 64
65 66
60 65
66 88
64 88
65 88
66 69
60 69
67 68
60 68
60 71
64 71
60 72
64 72
71 72
66 169
69 169
56 60
56 69
69 168
168 169
56 238
168 238
56 237
168 237
56 168
73 161
45 60
45 68
13 15
15 68
48 60
48 56
49 60
45 49
48 49
45 47
47 48
47 49
40 45
15 40
40 47
13 52
52 161
5 13
5 15
3 13
3 52
3 5
14 15
14 40
5 14
56 86
48 86
159 161
52 159
56 89
86 89
46 47
40 46
46 89
39 40
14 41
39 41
14 39
40 44
44 89
39 44
50 56
44 50
14 33
33 39
33 50
5 12
12 14
12 33
5 7
7 33
7 12
1 5
1 3
1 7
56 239
58 239
56 58
50 58
52 160
159 160
3 9
1 9
34 50
33 34
16 33
7 16
16 34
2 7
1 2
2 16
1 4
4 16
2 4
50 57
57 58
1 8
8 9
50 54
54 57
1 6
6 8
9 11
8 11
6 11
3 21
11 21
3 51
21 51
3 53
21 53
51 53
52 87
53 87
34 55
54 55
16 18
18 19
11 19
11 18
4 10
6 10
10 18
16 35
35 55
18 35
16 36
18 36
10 36
37 55
18 37
35 37
91 160
87 91
11 22
21 22
11 17
17 18
17 22
11 20
18 20
17 25
20 25
17 24
20 24
17 20
21 23
22 23
17 23
21 62
53 62
29 54
17 29
43 54
29 43
17 31
29 31
31 43
30 37
17 30
30 31
55 59
37 59
42 54
31 42
42 59
21 61
61 62
63 87
62 63
61 63
87 90
61 90
63 90
17 27
23 27
23 28
26 28
23 26
26 61
26 27
17 32
29 32
26 32
29 38
38 61
26 38
32 38
54 84
38 84
54 85
38 85
84 85
54 81
81 85
91 135
110 135
91 110
90 110
61 108
90 108
90 109
109 110
108 109
61 104
38 104
61 113
81 113
104 113
61 112
112 213
81 213
112 113
38 103
85 103
103 104
85 166
81 166
104 166
85 167
103 167
166 167
104 218
103 218
166 218
167 218
61 114
108 114
81 212
112 212
112 154
154 212
61 111
111 114
111 154
81 152
152 154
111 152
79 81
79 111
79 152
57 77
77 81
77 79
58 75
57 75
58 204
75 204
57 76
76 77
111 153
152 153
111 151
79 151
111 155
153 155
111 157
151 157
111 156
155 156
156 157
79 164
155 165
164 165
157 164
156 164
79 162
151 162
157 162
79 163
157 163
163 164
77 80
76 80
75 107
76 107
80 107
75 205
204 205
77 78
78 80
77 82
80 82
78 82
75 201
107 201
75 206
205 206
204 247
205 247
205 246
206 246
246 247
75 200
200 235
201 235
200 201
75 202
202 206
75 199
200 236
199 236
199 200
75 203
202 203
75 207
199 207
203 207
199 242
242 243
199 243
203 243
207 243
80 105
105 107
107 241
201 241
80 106
105 106
107 197
105 197
107 221
221 241
197 221
105 194
106 194
194 197
219 241
197 219
219 221
201 248
241 248
219 248
197 220
219 220
220 248
78 146
106 146
106 193
193 194
146 193
197 198
194 198
193 198
220 234
193 234
198 234
199 245
244 245
199 244
243 244
78 101
101 146
79 83
77 83
78 83
83 101
99 111
79 99
83 99
95 111
83 95
95 99
111 122
99 122
95 122
111 158
158 196
95 196
95 158
96 101
83 96
98 101
83 98
96 98
83 97
95 97
83 92
92 98
83 100
97 100
83 102
92 102
83 94
94 100
83 93
93 102
93 94
92 121
102 121
93 121
100 140
94 140
93 140
93 226
121 226
140 226
98 115
92 115
98 116
92 116
115 116
98 117
92 117
115 117
92 119
119 121
121 149
149 226
119 149
100 138
138 140
92 120
116 120
92 118
118 119
118 120
119 150
149 150
118 150
119 148
118 148
148 150
149 240
118 240
150 240
100 141
138 141
100 136
136 184
136 141
116 133
120 133
120 134
118 134
144 240
133 144
134 144
116 250
133 250
144 250
133 145
134 145
144 145
133 249
144 249
249 250
97 137
100 137
100 142
136 142
100 143
136 143
142 143
97 188
137 188
100 139
139 143
136 185
143 185
143 172
139 176
172 176
139 171
171 172
139 172
185 215
172 215
172 185
136 186
183 186
136 183
183 185
137 180
139 180
137 189
189 191
137 191
180 191
139 174
174 180
174 191
139 182
172 214
182 214
172 182
185 216
172 216
182 216
139 175
174 217
175 217
139 173
173 182
139 181
175 181
173 181
139 177
177 178
139 178
173 178
139 179
179 181
178 179
182 227
216 229
227 229
216 228
227 228
216 227
182 233
216 233
227 233
216 231
231 232
216 230
230 232
216 232
232 233
137 190
188 210
190 210
188 190
137 192
187 192
137 187
187 190
188 209
190 209
190 211
187 211
190 208
208 209
208 211
187 225
211 225
211 224
208 224
211 222
222 225
211 223
223 224
222 223
