12086005104,4
12105011835,26
12086005102,4
12086005103,4
12086980800,7
12105011834,26
12086020100,1
12086008907,5
12033003610,2
12095016715,30
12095016714,30
12095016717,30
12095016716,30
12095016710,30
12095016713,30
12086019300,3
12103020202,22
12005002605,13
12086008904,5
12103020206,22
12103020207,22
12071000700,16
12011080103,8
12011080102,8
12011080101,8
12103020209,22
12086001603,6
12005002607,13
12131950301,13
12021010802,1
12021010803,1
12021010801,1
12131950302,13
12015010403,16
12015010402,16
12015010401,16
12015010404,16
12031000100,0
12011050701,10
12127090500,35
12057010702,27
12115001905,19
12057010701,27
12099003300,15
12011050100,10
12095018300,33
12087970700,1
12073000400,21
12105015900,23
12071050306,14
12071050307,14
12109021003,38
12071050305,14
12099004012,15
12115000601,19
12115000501,19
12115002203,18
12057006300,25
12071050308,14
12005002608,13
12073000200,21
12095014807,32
12095014806,32
12095014805,32
12095014804,32
12095014809,32
12031012000,39
12109021002,38
12017451200,31
12009071301,20
12105014124,26
12099006300,12
12086006101,4
12086006102,4
12031014500,0
12095018800,33
12086009100,5
12127080400,35
12011060306,9
12011060305,9
12011060304,9
12011060303,9
12011060302,9
12011031205,10
12103026904,24
12086007801,3
12127080700,35
12111382006,17
12111382007,17
12111382002,17
12111382003,17
12079110100,21
12111382008,17
12111382009,17
12071010302,16
12071010303,16
12099007412,11
12071010306,16
12071010307,16
12071010304,16
12071010305,16
12099007418,11
12031001500,0
12086007804,3
12069031205,31
12069031204,31
12105011912,23
12103020201,22
12105015000,26
12069031203,31
12069031202,31
12086002004,6
12086002001,6
12086002003,6
12021000700,1
12095017600,34
12033001800,2
12057980100,24
12077950100,21
12111381000,20
12009071322,20
12099005702,12
12023110300,37
12107950100,38
12086016300,5
12086001606,5
12103025503,24
12103025501,24
12103025506,24
12086001605,5
12103025505,24
12105014600,26
12095017006,32
12011010304,11
12011010305,11
12011010306,11
12011010307,11
12011010308,11
12127080100,35
12043000200,18
12091022100,13
12095018100,32
12087970400,1
12105011604,26
12105011605,29
12105011606,26
12019031300,38
12105011603,26
12063210800,21
12099007750,12
12103023900,22
12101030405,27
12101030404,27
12011030500,10
12127082511,35
12095014502,32
12095014503,32
12087971800,1
12099004201,15
12085001408,17
12069030702,34
12085001406,17
12083000200,36
12085001404,17
12123950400,21
12011042200,8
12095012000,33
12086017900,5
12009062500,28
12117020402,34
12117020401,34
12121970302,37
12031010500,39
12105012002,29
12097043700,28
12086003602,4
12011043301,8
12011043302,8
12105012004,29
12103021900,22
12105011732,26
12123950200,21
12011020209,10
12101030409,27
12039020701,21
12127082201,35
12127082202,35
12039020702,21
12113010702,2
12001001514,37
12001001515,37
12001001516,37
12001001517,37
12127083005,35
12001001519,37
12127083007,35
12113010708,2
12113010809,2
12086015500,5
12127083003,30
12055961100,18
12031002200,39
12117021706,33
12061050301,20
12067960200,37
12061050302,20
12115001703,19
12111381603,17
12111381602,20
12111381601,20
12057004300,25
12019030303,39
12019030301,39
12099005953,12
12019030304,39
12009066400,20
12103027606,24
12103027605,24
12047960100,37
12103027603,24
12103021500,22
12005002300,13
12099005000,15
12091021900,13
12099005952,12
12031016100,0
12113010817,2
12113010815,2
12105013300,26
12021011302,14
12103025303,24
12113010811,2
12021011301,14
12081000901,19
12113010819,2
12111380100,20
12099005951,12
12101031604,27
12101031605,27
12011100801,7
12101031603,27
12117020803,34
12011100802,7
12057001300,25
12099005956,12
12005001404,13
12095013603,33
12005001402,13
12005001403,13
12073001102,21
12095013607,33
12117021311,30
12117021312,30
12057007200,25
12011090700,8
12103027604,24
12105014502,26
12115002010,19
12086008409,3
12031015002,0
12031015001,0
12095016412,30
12086008407,3
12095016410,30
12086008405,3
12127080202,35
12133970103,13
12086014100,5
12009069700,28
